ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
USW00004895,20111006,PRCP,0,,,W,
USW00004895,20111007,PRCP,0,,,W,
USW00004895,20111008,PRCP,0,,,W,
USW00004895,20111009,PRCP,0,,,W,
USW00004895,20111010,PRCP,0,,,W,
USW00004895,20111011,PRCP,20,,,W,
USW00004895,20111012,PRCP,10,,,W,
USW00004895,20111013,PRCP,203,,,W,
USW00004895,20111014,PRCP,0,,,W,
USW00004895,20111015,PRCP,0,,,W,
USW00004895,20111016,PRCP,0,,,W,
USW00004895,20111017,PRCP,0,,,W,
USW00004895,20111018,PRCP,0,,,W,
USW00004895,20111019,PRCP,0,,,W,
USW00004895,20111020,PRCP,0,,,W,
USW00004895,20111021,PRCP,0,,,W,
USW00004895,20111022,PRCP,0,,,W,
USW00004895,20111023,PRCP,8,,,W,
USW00004895,20111001,SNOW,0,,,W,
USW00004895,20111002,SNOW,0,,,W,
USW00004895,20111003,SNOW,0,,,W,
USW00004895,20111004,SNOW,0,,,W,
USW00004895,20111005,SNOW,0,,,W,
USW00004895,20111006,SNOW,0,,,W,
USW00004895,20111007,SNOW,0,,,W,
USW00004895,20111008,SNOW,0,,,W,
USW00004895,20111009,SNOW,0,,,W,
USW00004895,20111010,SNOW,0,,,W,
USW00004895,20111011,SNOW,0,,,W,
USW00004895,20111013,SNOW,0,,,W,
USW00004895,20111014,SNOW,0,,,W,
USW00004895,20111015,SNOW,0,,,W,
USW00004895,20111016,SNOW,0,,,W,
USW00004895,20111017,SNOW,0,,,W,
USW00004895,20111018,SNOW,0,,,W,
USW00004895,20111019,SNOW,0,,,W,
USW00004895,20111020,SNOW,0,,,W,
USW00004895,20111021,SNOW,0,,,W,
USW00004895,20111022,SNOW,0,,,W,
USW00004895,20111001,SNWD,0,,,W,
USW00004895,20111002,SNWD,0,,,W,
USW00004895,20111003,SNWD,0,,,W,
USW00004895,20111004,SNWD,0,,,W,
USW00004895,20111005,SNWD,0,,,W,
USW00004895,20111006,SNWD,0,,,W,
USW00004895,20111007,SNWD,0,,,W,
USW00004895,20111008,SNWD,0,,,W,
USW00004895,20111009,SNWD,0,,,W,
USW00004895,20111010,SNWD,0,,,W,
USW00004895,20111011,SNWD,0,,,W,
USW00004895,20111012,SNWD,0,,,W,
USW00004895,20111013,SNWD,0,,,W,
USW00004895,20111014,SNWD,0,,,W,
USW00004895,20111015,SNWD,0,,,W,
USW00004895,20111016,SNWD,0,,,W,
USW00004895,20111017,SNWD,0,,,W,
USW00004895,20111018,SNWD,0,,,W,
USW00004895,20111019,SNWD,0,,,W,
USW00004895,20111020,SNWD,0,,,W,
USW00004895,20111021,SNWD,0,,,W,
USW00004895,20111022,SNWD,0,,,W,
USW00004895,20111023,SNWD,0,,,W,
USW00004895,20111001,AWND,7,,,W,
USW00004895,20111002,AWND,8,,,W,
USW00004895,20111003,AWND,7,,,W,
USW00004895,20111004,AWND,9,,,W,
USW00004895,20111005,AWND,15,,,W,
USW00004895,20111006,AWND,17,,,W,
USW00004895,20111007,AWND,48,,,W,
USW00004895,20111008,AWND,46,,,W,
USW00004895,20111009,AWND,15,,,W,
USW00004895,20111010,AWND,18,,,W,
USW00004895,20111011,AWND,5,,,W,
USW00004895,20111012,AWND,12,,,W,
USW00004895,20111013,AWND,25,,,W,
USW00004895,20111014,AWND,51,,,W,
USW00004895,20111015,AWND,58,,,W,
USW00004895,20111016,AWND,52,,,W,
USW00004895,20111017,AWND,56,,,W,
USW00004895,20111018,AWND,27,,,W,
USW00004895,20111019,AWND,46,,,W,
USW00004895,20111020,AWND,57,,,W,
USW00004895,20111021,AWND,13,,,W,
USW00004895,20111022,AWND,11,,,W,
USW00004895,20111023,AWND,15,,,W,
USW00004895,20111001,WDF2,50,,,W,
USW00004895,20111002,WDF2,240,,,W,
USW00004895,20111003,WDF2,100,,,W,
USW00004895,20111004,WDF2,180,,,W,
USW00004895,20111005,WDF2,130,,,W,
USW00004895,20111006,WDF2,180,,,W,
USW00004895,20111007,WDF2,180,,,W,
USW00004895,20111008,WDF2,200,,,W,
USW00004895,20111009,WDF2,170,,,W,
USW00004895,20111010,WDF2,160,,,W,
USW00004895,20111011,WDF2,190,,,W,
USW00004895,20111012,WDF2,100,,,W,
USW00004895,20111013,WDF2,300,,,W,
USW00004895,20111014,WDF2,280,,,W,
USW00004895,20111015,WDF2,270,,,W,
USW00004895,20111016,WDF2,270,,,W,
USW00004895,20111017,WDF2,250,,,W,
USW00004895,20111018,WDF2,10,,,W,
USW00004895,20111019,WDF2,360,,,W,
USW00004895,20111020,WDF2,360,,,W,
USW00004895,20111021,WDF2,250,,,W,
USW00004895,20111022,WDF2,340,,,W,
USW00004895,20111023,WDF2,290,,,W,
USW00004895,20111006,WDF5,180,,,W,
USW00004895,20111007,WDF5,170,,,W,
USW00004895,20111008,WDF5,230,,,W,
USW00004895,20111010,WDF5,160,,,W,
USW00004895,20111013,WDF5,290,,,W,
USW00004895,20111014,WDF5,270,,,W,
USW00004895,20111015,WDF5,270,,,W,
USW00004895,20111016,WDF5,270,,,W,
USW00004895,20111017,WDF5,250,,,W,
USW00004895,20111019,WDF5,360,,,W,
USW00004895,20111020,WDF5,350,,,W,
USW00004895,20111023,WDF5,290,,,W,
USW00004895,20111001,WSF2,40,,,W,
USW00004895,20111002,WSF2,31,,,W,
USW00004895,20111003,WSF2,36,,,W,
USW00004895,20111004,WSF2,36,,,W,
USW00004895,20111005,WSF2,54,,,W,
USW00004895,20111006,WSF2,58,,,W,
USW00004895,20111007,WSF2,94,,,W,
USW00004895,20111008,WSF2,76,,,W,
USW00004895,20111009,WSF2,45,,,W,
USW00004895,20111010,WSF2,58,,,W,
USW00004895,20111011,WSF2,27,,,W,
USW00004895,20111012,WSF2,40,,,W,
USW00004895,20111013,WSF2,45,,,W,
USW00004895,20111014,WSF2,63,,,W,
USW00004895,20111015,WSF2,89,,,W,
USW00004895,20111016,WSF2,103,,,W,
USW00004895,20111017,WSF2,107,,,W,
USW00004895,20111018,WSF2,63,,,W,
USW00004895,20111019,WSF2,94,,,W,
USW00004895,20111020,WSF2,89,,,W,
USW00004895,20111021,WSF2,36,,,W,
USW00004895,20111022,WSF2,45,,,W,
USW00004895,20111023,WSF2,40,,,W,
USW00004895,20111006,WSF5,76,,,W,
USW00004895,20111007,WSF5,125,,,W,
USW00004895,20111008,WSF5,103,,,W,
USW00004895,20111010,WSF5,107,,,W,
USW00004895,20111013,WSF5,81,,,W,
USW00004895,20111014,WSF5,125,,,W,
USW00004895,20111015,WSF5,157,,,W,
USW00004895,20111016,WSF5,148,,,W,
USW00004895,20111017,WSF5,148,,,W,
USW00004895,20111019,WSF5,125,,,W,
USW00004895,20111020,WSF5,134,,,W,
USW00004895,20111023,WSF5,76,,,W,
USW00004895,20111003,WT01,1,,,W,
USW00004895,20111004,WT01,1,,,W,
USW00004895,20111010,WT01,1,,,W,
USW00004895,20111011,WT01,1,,,W,
USW00004895,20111012,WT01,1,,,W,
USW00004895,20111011,WT02,1,,,W,
USW00004895,20111012,WT02,1,,,W,
USW00004895,20111023,WT02,1,,,W,
USW00004895,20111004,WT08,1,,,W,
USW00004895,20111101,TMAX,161,,,W,
USW00004895,20111102,TMAX,89,,,W,
USW00004895,20111103,TMAX,89,,,W,
USW00004895,20111104,TMAX,111,,,W,
USW00004895,20111105,TMAX,122,,,W,
USW00004895,20111106,TMAX,139,,,W,
USW00004895,20111107,TMAX,128,,,W,
USW00004895,20111108,TMAX,50,,,W,
USW00004895,20111109,TMAX,39,,,W,
USW00004895,20111110,TMAX,28,,,W,
USW00004895,20111111,TMAX,39,,,W,
USW00004895,20111112,TMAX,100,,,W,
USW00004895,20111113,TMAX,122,,,W,
USW00004895,20111114,TMAX,89,,,W,
USW00004895,20111115,TMAX,122,,,W,
USW00004895,20111116,TMAX,22,,,W,
USW00004895,20111117,TMAX,-10,,,W,
USW00004895,20111118,TMAX,78,,,W,
USW00004895,20111119,TMAX,39,,,W,
USW00004895,20111120,TMAX,11,,,W,
USW00004895,20111121,TMAX,28,,,W,
USW00004895,20111122,TMAX,72,,,W,
USW00004895,20111123,TMAX,39,,,W,
USW00004895,20111124,TMAX,111,,,W,
USW00004895,20111125,TMAX,111,,,W,
USW00004895,20111126,TMAX,100,,,W,
USW00004895,20111127,TMAX,39,,,W,
USW00004895,20111128,TMAX,11,,,W,
USW00004895,20111129,TMAX,28,,,W,
USW00004895,20111130,TMAX,61,,,W,
USW00004895,20111101,TMIN,22,,,W,
USW00004895,20111102,TMIN,28,,,W,
USW00004895,20111103,TMIN,-38,,,W,
USW00004895,20111104,TMIN,-71,,,W,
USW00004895,20111105,TMIN,-21,,,W,
USW00004895,20111106,TMIN,61,,,W,
USW00004895,20111107,TMIN,11,,,W,
USW00004895,20111108,TMIN,22,,,W,
USW00004895,20111109,TMIN,11,,,W,
USW00004895,20111110,TMIN,-10,,,W,
USW00004895,20111111,TMIN,-38,,,W,
USW00004895,20111112,TMIN,-60,,,W,
USW00004895,20111113,TMIN,50,,,W,
USW00004895,20111114,TMIN,-10,,,W,
USW00004895,20111115,TMIN,-21,,,W,
USW00004895,20111116,TMIN,-27,,,W,
USW00004895,20111117,TMIN,-71,,,W,
USW00004895,20111118,TMIN,-49,,,W,
USW00004895,20111119,TMIN,-38,,,W,
USW00004895,20111120,TMIN,-27,,,W,
USW00004895,20111121,TMIN,-38,,,W,
USW00004895,20111122,TMIN,-49,,,W,
USW00004895,20111123,TMIN,-60,,,W,
USW00004895,20111124,TMIN,28,,,W,
USW00004895,20111125,TMIN,50,,,W,
USW00004895,20111126,TMIN,39,,,W,
USW00004895,20111127,TMIN,-10,,,W,
USW00004895,20111128,TMIN,-38,,,W,
USW00004895,20111129,TMIN,-38,,,W,
USW00004895,20111130,TMIN,-110,,,W,
USW00004895,20111101,PRCP,0,,,W,
USW00004895,20111102,PRCP,79,,,W,
USW00004895,20111103,PRCP,0,,,W,
USW00004895,20111104,PRCP,0,,,W,
USW00004895,20111105,PRCP,0,,,W,
USW00004895,20111106,PRCP,0,,,W,
USW00004895,20111107,PRCP,0,,,W,
USW00004895,20111108,PRCP,8,,,W,
USW00004895,20111109,PRCP,114,,,W,
USW00004895,20111110,PRCP,38,,,W,
USW00004895,20111111,PRCP,13,,,W,
USW00004895,20111112,PRCP,0,,,W,
USW00004895,20111113,PRCP,0,,,W,
USW00004895,20111114,PRCP,13,,,W,
USW00004895,20111115,PRCP,23,,,W,
USW00004895,20111116,PRCP,0,,,W,
USW00004895,20111117,PRCP,0,,,W,
USW00004895,20111118,PRCP,0,,,W,
USW00004895,20111119,PRCP,15,,,W,
USW00004895,20111120,PRCP,0,,,W,
USW00004895,20111121,PRCP,0,,,W,
USW00004895,20111122,PRCP,0,,,W,
USW00004895,20111123,PRCP,0,,,W,
USW00004895,20111124,PRCP,0,,,W,
USW00004895,20111125,PRCP,0,,,W,
USW00004895,20111126,PRCP,41,,,W,
USW00004895,20111127,PRCP,3,,,W,
USW00004895,20111128,PRCP,0,,,W,
USW00004895,20111129,PRCP,0,,,W,
USW00004895,20111130,PRCP,0,,,W,
USW00004895,20111101,SNOW,0,,,W,
USW00004895,20111103,SNOW,0,,,W,
USW00004895,20111104,SNOW,0,,,W,
USW00004895,20111105,SNOW,0,,,W,
USW00004895,20111106,SNOW,0,,,W,
USW00004895,20111107,SNOW,0,,,W,
USW00004895,20111112,SNOW,0,,,W,
USW00004895,20111113,SNOW,0,,,W,
USW00004895,20111116,SNOW,0,,,W,
USW00004895,20111117,SNOW,0,,,W,
USW00004895,20111118,SNOW,0,,,W,
USW00004895,20111120,SNOW,0,,,W,
USW00004895,20111121,SNOW,0,,,W,
USW00004895,20111122,SNOW,0,,,W,
USW00004895,20111123,SNOW,0,,,W,
USW00004895,20111124,SNOW,0,,,W,
USW00004895,20111125,SNOW,0,,,W,
USW00004895,20111128,SNOW,0,,,W,
USW00004895,20111129,SNOW,0,,,W,
USW00004895,20111130,SNOW,0,,,W,
USW00004895,20111101,SNWD,0,,,W,
USW00004895,20111102,SNWD,0,,,W,
USW00004895,20111103,SNWD,0,,,W,
USW00004895,20111104,SNWD,0,,,W,
USW00004895,20111105,SNWD,0,,,W,
USW00004895,20111106,SNWD,0,,,W,
USW00004895,20111107,SNWD,0,,,W,
USW00004895,20111108,SNWD,0,,,W,
USW00004895,20111109,SNWD,0,,,W,
USW00004895,20111110,SNWD,0,,,W,
USW00004895,20111111,SNWD,0,,,W,
USW00004895,20111112,SNWD,0,,,W,
USW00004895,20111113,SNWD,0,,,W,
USW00004895,20111114,SNWD,0,,,W,
USW00004895,20111115,SNWD,0,,,W,
USW00004895,20111116,SNWD,0,,,W,
USW00004895,20111117,SNWD,0,,,W,
USW00004895,20111118,SNWD,0,,,W,
USW00004895,20111119,SNWD,0,,,W,
USW00004895,20111120,SNWD,0,,,W,
USW00004895,20111121,SNWD,0,,,W,
USW00004895,20111122,SNWD,0,,,W,
USW00004895,20111123,SNWD,0,,,W,
USW00004895,20111124,SNWD,0,,,W,
USW00004895,20111125,SNWD,0,,,W,
USW00004895,20111126,SNWD,0,,,W,
USW00004895,20111127,SNWD,0,,,W,
USW00004895,20111128,SNWD,0,,,W,
USW00004895,20111129,SNWD,0,,,W,
USW00004895,20111130,SNWD,0,,,W,
USW00004895,20111101,AWND,24,,,W,
USW00004895,20111102,AWND,24,,,W,
USW00004895,20111103,AWND,19,,,W,
USW00004895,20111104,AWND,10,,,W,
USW00004895,20111105,AWND,38,,,W,
USW00004895,20111106,AWND,48,,,W,
USW00004895,20111107,AWND,30,,,W,
USW00004895,20111108,AWND,19,,,W,
USW00004895,20111109,AWND,43,,,W,
USW00004895,20111110,AWND,31,,,W,
USW00004895,20111111,AWND,25,,,W,
USW00004895,20111112,AWND,15,,,W,
USW00004895,20111113,AWND,34,,,W,
USW00004895,20111114,AWND,21,,,W,
USW00004895,20111115,AWND,32,,,W,
USW00004895,20111116,AWND,51,,,W,
USW00004895,20111117,AWND,36,,,W,
USW00004895,20111118,AWND,35,,,W,
USW00004895,20111119,AWND,14,,,W,
USW00004895,20111120,AWND,19,,,W,
USW00004895,20111121,AWND,11,,,W,
USW00004895,20111122,AWND,15,,,W,
USW00004895,20111123,AWND,24,,,W,
USW00004895,20111124,AWND,43,,,W,
USW00004895,20111125,AWND,31,,,W,
USW00004895,20111126,AWND,26,,,W,
USW00004895,20111127,AWND,46,,,W,
USW00004895,20111128,AWND,10,,,W,
USW00004895,20111129,AWND,42,,,W,
USW00004895,20111130,AWND,15,,,W,
USW00004895,20111101,WDF2,150,,,W,
USW00004895,20111102,WDF2,350,,,W,
USW00004895,20111103,WDF2,30,,,W,
USW00004895,20111104,WDF2,160,,,W,
USW00004895,20111105,WDF2,160,,,W,
USW00004895,20111106,WDF2,190,,,W,
USW00004895,20111107,WDF2,240,,,W,
USW00004895,20111108,WDF2,40,,,W,
USW00004895,20111109,WDF2,320,,,W,
USW00004895,20111110,WDF2,250,,,W,
USW00004895,20111111,WDF2,170,,,W,
USW00004895,20111112,WDF2,160,,,W,
USW00004895,20111113,WDF2,240,,,W,
USW00004895,20111114,WDF2,200,,,W,
USW00004895,20111115,WDF2,260,,,W,
USW00004895,20111116,WDF2,250,,,W,
USW00004895,20111117,WDF2,270,,,W,
USW00004895,20111118,WDF2,210,,,W,
USW00004895,20111119,WDF2,330,,,W,
USW00004895,20111120,WDF2,330,,,W,
USW00004895,20111121,WDF2,210,,,W,
USW00004895,20111122,WDF2,80,,,W,
USW00004895,20111123,WDF2,230,,,W,
USW00004895,20111124,WDF2,190,,,W,
USW00004895,20111125,WDF2,200,,,W,
USW00004895,20111126,WDF2,320,,,W,
USW00004895,20111127,WDF2,330,,,W,
USW00004895,20111128,WDF2,320,,,W,
USW00004895,20111129,WDF2,340,,,W,
USW00004895,20111130,WDF2,190,,,W,
USW00004895,20111101,WDF5,150,,,W,
USW00004895,20111102,WDF5,350,,,W,
USW00004895,20111105,WDF5,150,,,W,
USW00004895,20111106,WDF5,190,,,W,
USW00004895,20111107,WDF5,240,,,W,
USW00004895,20111109,WDF5,320,,,W,
USW00004895,20111110,WDF5,290,,,W,
USW00004895,20111113,WDF5,250,,,W,
USW00004895,20111114,WDF5,200,,,W,
USW00004895,20111115,WDF5,260,,,W,
USW00004895,20111116,WDF5,250,,,W,
USW00004895,20111117,WDF5,260,,,W,
USW00004895,20111118,WDF5,210,,,W,
USW00004895,20111120,WDF5,330,,,W,
USW00004895,20111124,WDF5,190,,,W,
USW00004895,20111125,WDF5,200,,,W,
USW00004895,20111126,WDF5,320,,,W,
USW00004895,20111127,WDF5,330,,,W,
USW00004895,20111129,WDF5,350,,,W,
USW00004895,20111101,WSF2,45,,,W,
USW00004895,20111102,WSF2,67,,,W,
USW00004895,20111103,WSF2,45,,,W,
USW00004895,20111104,WSF2,36,,,W,
USW00004895,20111105,WSF2,67,,,W,
USW00004895,20111106,WSF2,81,,,W,
USW00004895,20111107,WSF2,81,,,W,
USW00004895,20111108,WSF2,45,,,W,
USW00004895,20111109,WSF2,81,,,W,
USW00004895,20111110,WSF2,45,,,W,
USW00004895,20111111,WSF2,54,,,W,
USW00004895,20111112,WSF2,40,,,W,
USW00004895,20111113,WSF2,54,,,W,
USW00004895,20111114,WSF2,54,,,W,
USW00004895,20111115,WSF2,76,,,W,
USW00004895,20111116,WSF2,81,,,W,
USW00004895,20111117,WSF2,72,,,W,
USW00004895,20111118,WSF2,89,,,W,
USW00004895,20111119,WSF2,54,,,W,
USW00004895,20111120,WSF2,72,,,W,
USW00004895,20111121,WSF2,27,,,W,
USW00004895,20111122,WSF2,36,,,W,
USW00004895,20111123,WSF2,54,,,W,
USW00004895,20111124,WSF2,72,,,W,
USW00004895,20111125,WSF2,63,,,W,
USW00004895,20111126,WSF2,72,,,W,
USW00004895,20111127,WSF2,81,,,W,
USW00004895,20111128,WSF2,36,,,W,
USW00004895,20111129,WSF2,72,,,W,
USW00004895,20111130,WSF2,36,,,W,
USW00004895,20111101,WSF5,72,,,W,
USW00004895,20111102,WSF5,89,,,W,
USW00004895,20111105,WSF5,98,,,W,
USW00004895,20111106,WSF5,134,,,W,
USW00004895,20111107,WSF5,107,,,W,
USW00004895,20111109,WSF5,112,,,W,
USW00004895,20111110,WSF5,72,,,W,
USW00004895,20111113,WSF5,98,,,W,
USW00004895,20111114,WSF5,81,,,W,
USW00004895,20111115,WSF5,112,,,W,
USW00004895,20111116,WSF5,125,,,W,
USW00004895,20111117,WSF5,107,,,W,
USW00004895,20111118,WSF5,125,,,W,
USW00004895,20111120,WSF5,89,,,W,
USW00004895,20111124,WSF5,94,,,W,
USW00004895,20111125,WSF5,89,,,W,
USW00004895,20111126,WSF5,98,,,W,
USW00004895,20111127,WSF5,134,,,W,
USW00004895,20111129,WSF5,103,,,W,
USW00004895,20111102,WT01,1,,,W,
USW00004895,20111105,WT01,1,,,W,
USW00004895,20111112,WT01,1,,,W,
USW00004895,20111114,WT01,1,,,W,
USW00004895,20111121,WT01,1,,,W,
USW00004895,20111122,WT01,1,,,W,
USW00004895,20111123,WT01,1,,,W,
USW00004895,20111124,WT01,1,,,W,
USW00004895,20111125,WT01,1,,,W,
USW00004895,20111126,WT01,1,,,W,
USW00004895,20111112,WT02,1,,,W,
USW00004895,20111123,WT08,1,,,W,
USW00004895,20111124,WT08,1,,,W,
USW00004895,20111201,TMAX,22,,,W,
USW00004895,20111202,TMAX,11,,,W,
USW00004895,20111203,TMAX,28,,,W,
USW00004895,20111204,TMAX,22,,,W,
USW00004895,20111205,TMAX,-10,,,W,
USW00004895,20111206,TMAX,-27,,,W,
USW00004895,20111207,TMAX,-49,,,W,
USW00004895,20111208,TMAX,-27,,,W,
USW00004895,20111209,TMAX,-77,,,W,
USW00004895,20111210,TMAX,-27,,,W,
USW00004895,20111211,TMAX,78,,,W,
USW00004895,20111212,TMAX,28,,,W,
USW00004895,20111213,TMAX,39,,,W,
USW00004895,20111214,TMAX,39,,,W,
USW00004895,20111215,TMAX,39,,,W,
USW00004895,20111216,TMAX,-38,,,W,
USW00004895,20111217,TMAX,-21,,,W,
USW00004895,20111218,TMAX,61,,,W,
USW00004895,20111219,TMAX,39,,,W,
USW00004895,20111220,TMAX,11,,,W,
USW00004895,20111221,TMAX,11,,,W,
USW00004895,20111222,TMAX,-10,,,W,
USW00004895,20111223,TMAX,-27,,,W,
USW00004895,20111224,TMAX,28,,,W,
USW00004895,20111201,TMIN,-60,,,W,
USW00004895,20111202,TMIN,-121,,,W,
USW00004895,20111203,TMIN,-10,,,W,
USW00004895,20111204,TMIN,-10,,,W,
USW00004895,20111205,TMIN,-38,,,W,
USW00004895,20111206,TMIN,-110,,,W,
USW00004895,20111207,TMIN,-88,,,W,
USW00004895,20111208,TMIN,-88,,,W,
USW00004895,20111209,TMIN,-127,,,W,
USW00004895,20111210,TMIN,-160,,,W,
USW00004895,20111211,TMIN,-77,,,W,
USW00004895,20111212,TMIN,11,,,W,
USW00004895,20111213,TMIN,11,,,W,
USW00004895,20111214,TMIN,11,,,W,
USW00004895,20111215,TMIN,-49,,,W,
USW00004895,20111216,TMIN,-99,,,W,
USW00004895,20111217,TMIN,-99,,,W,
USW00004895,20111218,TMIN,-77,,,W,
USW00004895,20111219,TMIN,-10,,,W,
USW00004895,20111220,TMIN,-60,,,W,
USW00004895,20111221,TMIN,-71,,,W,
USW00004895,20111222,TMIN,-88,,,W,
USW00004895,20111223,TMIN,-149,,,W,
USW00004895,20111224,TMIN,-121,,,W,
USW00004895,20111201,PRCP,5,,,W,
USW00004895,20111202,PRCP,0,,,W,
USW00004895,20111203,PRCP,168,,,W,
USW00004895,20111204,PRCP,5,,,W,
USW00004895,20111205,PRCP,0,,,W,
USW00004895,20111206,PRCP,0,,,W,
USW00004895,20111207,PRCP,0,,,W,
USW00004895,20111208,PRCP,0,,,W,
USW00004895,20111209,PRCP,0,,,W,
USW00004895,20111210,PRCP,0,,,W,
USW00004895,20111211,PRCP,3,,,W,
USW00004895,20111212,PRCP,20,,,W,
USW00004895,20111213,PRCP,0,,,W,
USW00004895,20111214,PRCP,58,,,W,
USW00004895,20111215,PRCP,8,,,W,
USW00004895,20111216,PRCP,0,,,W,
USW00004895,20111217,PRCP,0,,,W,
USW00004895,20111218,PRCP,0,,,W,
USW00004895,20111219,PRCP,0,,,W,
USW00004895,20111220,PRCP,0,,,W,
USW00004895,20111221,PRCP,0,,,W,
USW00004895,20111222,PRCP,0,,,W,
USW00004895,20111223,PRCP,0,,,W,
USW00004895,20111224,PRCP,3,,,W,
USW00004895,20111202,SNOW,0,,,W,
USW00004895,20111205,SNOW,0,,,W,
USW00004895,20111206,SNOW,0,,,W,
USW00004895,20111207,SNOW,0,,,W,
USW00004895,20111208,SNOW,0,,,W,
USW00004895,20111209,SNOW,0,,,W,
USW00004895,20111210,SNOW,0,,,W,
USW00004895,20111213,SNOW,0,,,W,
USW00004895,20111216,SNOW,0,,,W,
USW00004895,20111217,SNOW,0,,,W,
USW00004895,20111218,SNOW,0,,,W,
USW00004895,20111219,SNOW,0,,,W,
USW00004895,20111220,SNOW,0,,,W,
USW00004895,20111221,SNOW,0,,,W,
USW00004895,20111222,SNOW,0,,,W,
USW00004895,20111223,SNOW,0,,,W,
USW00004895,20111201,SNWD,0,,,W,
USW00004895,20111202,SNWD,0,,,W,
USW00004895,20111203,SNWD,0,,,W,
USW00004895,20111204,SNWD,0,,,W,
USW00004895,20111205,SNWD,0,,,W,
USW00004895,20111206,SNWD,0,,,W,
USW00004895,20111207,SNWD,0,,,W,
USW00004895,20111208,SNWD,0,,,W,
USW00004895,20111209,SNWD,0,,,W,
USW00004895,20111210,SNWD,0,,,W,
USW00004895,20111211,SNWD,0,,,W,
USW00004895,20111212,SNWD,0,,,W,
USW00004895,20111213,SNWD,0,,,W,
USW00004895,20111214,SNWD,0,,,W,
USW00004895,20111215,SNWD,0,,,W,
USW00004895,20111216,SNWD,0,,,W,
USW00004895,20111217,SNWD,0,,,W,
USW00004895,20111218,SNWD,0,,,W,
USW00004895,20111219,SNWD,0,,,W,
USW00004895,20111220,SNWD,0,,,W,
USW00004895,20111221,SNWD,0,,,W,
USW00004895,20111222,SNWD,0,,,W,
USW00004895,20111223,SNWD,0,,,W,
USW00004895,20111224,SNWD,0,,,W,
USW00004895,20111201,AWND,20,,,W,
USW00004895,20111202,AWND,21,,,W,
USW00004895,20111203,AWND,26,,,W,
USW00004895,20111204,AWND,18,,,W,
USW00004895,20111205,AWND,23,,,W,
USW00004895,20111206,AWND,13,,,W,
USW00004895,20111207,AWND,34,,,W,
USW00004895,20111208,AWND,41,,,W,
USW00004895,20111209,AWND,33,,,W,
USW00004895,20111210,AWND,35,,,W,
USW00004895,20111211,AWND,36,,,W,
USW00004895,20111212,AWND,19,,,W,
USW00004895,20111213,AWND,1,,,W,
USW00004895,20111214,AWND,13,,,W,
USW00004895,20111215,AWND,54,,,W,
USW00004895,20111216,AWND,16,,,W,
USW00004895,20111217,AWND,18,,,W,
USW00004895,20111218,AWND,30,,,W,
USW00004895,20111219,AWND,31,,,W,
USW00004895,20111220,AWND,14,,,W,
USW00004895,20111221,AWND,11,,,W,
USW00004895,20111222,AWND,22,,,W,
USW00004895,20111223,AWND,22,,,W,
USW00004895,20111224,AWND,23,,,W,
USW00004895,20111201,WDF2,340,,,W,
